Date,open,high,low,close,volume
2022-03-28,176.65,178.179,176.35,177.83,5604162
2022-03-29,178.62,179.4,176.8,177.74,5933444
2022-03-30,178.44,179.86,177.68,179.59,6277556
2022-03-31,179.59,180.21,176.98,177.23,11490395
2022-04-01,177.05,178.43,175.6,178.19,6525643
2022-04-04,178.19,178.19,175.52,176.47,6860771
2022-04-05,176.47,179.65,176.29,177.61,7284104
2022-04-06,179.39,182.6,178.62,182.23,10330886
2022-04-07,181.67,182.95,180.23,181.76,7385179
2022-04-08,181.33,183.187,180.43,182.12,7144608
2022-04-11,183.0,184.2,179.6,179.84,5932040
2022-04-12,179.2,180.81,178.2,179.9,5957536
2022-04-13,179.9,180.84,179.24,180.66,5643118
2022-04-14,180.0,181.4,179.73,179.9,6188193
2022-04-18,179.73,180.39,176.74,177.66,6318656
2022-04-19,180.72,185.94,179.95,183.08,14380839
2022-04-20,182.24,184.32,181.9,183.89,7958165
2022-04-21,183.93,184.87,182.56,183.36,6969405
2022-04-22,182.47,183.15,181.38,181.54,8003593
2022-04-25,182.34,186.69,182.1,186.01,11176501
2022-04-26,185.1,186.57,184.1808,184.68,10066557
2022-04-27,184.24,184.82,181.74,182.1,11090331
2022-04-28,182.25,184.5,181.92,183.46,9405147
2022-04-29,182.5,182.545,180.2,180.46,8464103
2022-05-02,180.47,181.41,177.03,178.64,7145420
2022-05-03,178.8,180.63,177.68,178.29,5898660
2022-05-04,178.15,180.5,177.15,180.2,5856999
2022-05-05,179.42,179.71,175.27,176.76,7089184
2022-05-06,175.14,176.87,174.69,176.37,6434011
2022-05-09,175.45,178.56,174.59,177.33,7855212
2022-05-10,178.23,179.18,176.5,177.09,8186717
2022-05-11,175.96,178.32,175.88,176.13,6138896
2022-05-12,176.47,177.95,174.71,177.87,6898565
2022-05-13,178.7,178.89,175.8028,176.85,7732163
2022-05-16,176.85,179.13,176.17,178.08,5516706
2022-05-17,178.72,179.7,176.59,178.82,5751129
2022-05-18,178.84,179.37,175.17,175.5,8608771
2022-05-19,174.72,174.8,172.69,173.94,6874509
2022-05-20,174.85,177.16,174.05,176.98,7522122
2022-05-23,177.6,179.93,177.46,179.44,7040831
2022-05-24,179.25,181.74,179.1,181.4,6419836
2022-05-25,180.53,181.55,179.06,179.62,6558994
2022-05-26,181.0,181.0,178.6038,179.46,6897747
2022-05-27,179.76,181.16,178.23,181.09,5853621
2022-05-31,178.0,180.17,175.01,179.53,16391449
2022-06-01,179.15,179.83,175.9,177.71,5175435
2022-06-02,177.74,177.81,174.5884,177.15,8666511
2022-06-03,177.07,178.6707,176.15,176.42,4234186
2022-06-06,177.21,178.5,175.995,176.4,5386517
2022-06-07,176.98,179.3,176.4,178.34,5447818
2022-06-08,178.1,179.45,176.8,177.28,4333091
2022-06-09,177.21,178.65,173.64,173.71,5510417
2022-06-10,172.17,173.97,170.6212,172.55,6647865
2022-06-13,170.08,172.25,170.0788,170.81,7997023
2022-06-14,171.06,171.11,167.26,168.19,7116777
2022-06-15,169.64,171.44,168.64,169.99,7796330
2022-06-16,168.4,170.21,167.41,170.08,7056743
2022-06-17,170.63,172.2,169.24,169.46,12486568
2022-06-21,170.75,173.86,169.56,173.01,8219662
2022-06-22,172.0,177.92,171.69,175.74,10593449
2022-06-23,177.0,179.815,176.52,179.66,10223458
2022-06-24,180.78,182.53,179.9775,182.29,9374446
2022-06-27,181.64,183.3506,181.5,182.12,5908839
2022-06-28,182.17,182.97,176.31,176.94,9277210
2022-06-29,177.22,178.3,176.43,176.99,7097873
2022-06-30,176.86,178.29,175.03,177.51,10777248
2022-07-01,177.45,179.72,176.69,179.52,5498393
2022-07-05,178.83,179.125,174.61,178.14,5677363
2022-07-06,178.07,179.44,177.41,178.3,5335631
2022-07-07,177.86,179.12,177.51,178.5,5725839
2022-07-08,178.33,179.99,177.77,178.28,3828375
2022-07-11,177.7,179.02,177.52,178.35,3645448
2022-07-12,177.98,178.45,175.1951,175.85,4708892
2022-07-13,175.66,176.33,174.5,175.44,5291697
2022-07-14,172.53,176.01,172.2968,175.68,5359551
2022-07-15,177.71,178.51,176.55,178.23,5691095
2022-07-18,177.74,178.19,173.91,174.23,7605677
2022-07-19,176.33,176.75,169.88,171.69,13256444
2022-07-20,172.2,172.55,169.76,170.71,7455775
2022-07-21,170.05,171.39,169.77,171.31,5729215
2022-07-22,171.595,172.49,171.06,172.12,4257032
2022-07-25,172.12,172.975,171.72,172.46,4437270
2022-07-26,172.56,174.98,172.49,173.68,4525545
2022-07-27,172.63,174.1,171.13,173.2,4648499
2022-07-28,173.4,176.09,171.44,174.2,5513018
2022-07-29,173.79,174.85,172.91,174.52,6451431
2022-08-01,174.17,175.155,173.5425,173.91,5461387
2022-08-02,175.01,175.49,172.7,172.92,5794225
2022-08-03,172.55,175.26,171.77,174.59,5009952
2022-08-04,174.81,175.09,171.6,171.79,5651554
2022-08-05,171.3,171.53,169.79,171.11,5235516
2022-08-08,171.3,171.48,169.4354,170.2,4630836
2022-08-09,170.54,171.12,169.73,170.18,5532526
2022-08-10,171.02,171.24,169.53,170.67,5603444
2022-08-11,168.52,169.95,166.98,167.14,9328688
2022-08-12,167.54,167.94,165.15,165.3,14606901
2022-08-15,166.0,166.75,165.125,166.09,10072044
2022-08-16,165.86,168.2539,165.6,167.57,7453595
2022-08-17,166.41,168.56,166.41,167.58,7406590
2022-08-18,167.68,168.3,165.93,166.77,8312105
2022-08-19,167.1,170.12,167.0,169.31,8128543
2022-08-22,168.9,168.92,167.17,167.59,5462550
2022-08-23,167.0,167.77,165.8,166.13,5566296
2022-08-24,166.56,166.59,165.07,165.58,5684329
2022-08-25,165.95,167.24,164.7,167.13,5678662
2022-08-26,167.46,167.5,164.195,164.27,5667136
2022-08-29,163.47,163.84,162.02,163.0,5192218
2022-08-30,163.3,163.54,162.03,162.43,6973254
2022-08-31,163.23,163.55,161.27,161.34,8741708
2022-09-01,161.49,165.5,161.48,165.34,7509594
2022-09-02,165.86,166.2,162.01,162.74,5803704
2022-09-06,163.94,166.215,162.82,163.18,7385201
2022-09-07,162.91,164.42,162.16,164.07,4546700
2022-09-08,163.88,165.42,163.08,165.39,5838401
2022-09-09,164.99,166.2,164.3884,165.71,5501863
2022-09-12,166.11,166.57,165.22,165.64,6365306
2022-09-13,163.57,164.44,160.81,161.33,6726360
2022-09-14,162.38,165.36,162.38,164.66,9555693
2022-09-15,164.45,166.07,164.1,165.08,7174495
2022-09-16,165.32,167.63,164.75,167.6,20201543
2022-09-19,166.3,166.43,164.08,166.28,7380906
2022-09-20,165.22,165.9,164.32,164.97,7143441
2022-09-21,165.02,166.795,163.24,163.28,8071195
2022-09-22,163.15,167.16,162.83,166.18,7328764
2022-09-23,165.74,167.48,164.66,166.72,9598555
2022-09-26,165.8,166.84,164.38,165.7,8735455
2022-09-27,166.36,167.67,164.4,164.94,8686684
2022-09-28,166.245,167.38,165.1,166.36,8661065
2022-09-29,166.48,167.17,163.89,164.53,7008279
2022-09-30,165.0,165.74,163.32,163.36,8985190
2022-10-03,164.29,164.38,161.7,163.2,8656972
2022-10-04,163.85,166.0,162.92,165.62,6236107
2022-10-05,165.02,166.04,164.21,165.11,4539577
2022-10-06,164.79,165.0,161.69,161.91,5890654
2022-10-07,161.77,162.22,159.17,160.2,6363549
2022-10-10,160.63,161.28,159.18,160.41,5315589
2022-10-11,160.37,164.11,160.37,162.73,6212362
2022-10-12,162.94,164.88,162.495,162.69,4341741
2022-10-13,160.89,165.99,160.7481,165.15,6465108
2022-10-14,164.44,165.68,163.6,164.46,5684946
2022-10-17,165.4,167.21,165.01,166.59,6710843
2022-10-18,165.0,167.17,163.05,166.01,10883584
2022-10-19,166.0,166.25,163.89,164.69,10044639
2022-10-20,165.0,165.74,164.33,165.11,5659884
2022-10-21,164.71,169.37,164.43,168.71,8487565
2022-10-24,169.81,172.08,169.25,170.98,6855502
2022-10-25,170.17,171.11,168.52,170.71,5661948
2022-10-26,171.32,172.57,170.52,172.21,6124314
2022-10-27,172.35,173.43,171.72,172.31,5390871
2022-10-28,173.0,175.39,172.594,174.87,6073933
2022-10-31,174.52,175.16,173.42,173.97,7809972
2022-11-01,174.06,174.63,170.42,173.09,6985027
2022-11-02,172.89,173.94,170.29,170.43,6878410
2022-11-03,169.81,171.47,168.94,170.72,4819890
2022-11-04,171.56,172.5,169.24,171.48,5300904
2022-11-07,171.67,173.85,171.44,172.98,6621046
2022-11-08,173.13,174.6908,172.18,173.84,5148386
2022-11-09,174.27,175.0,172.34,172.45,6150217
2022-11-10,174.35,174.77,172.04,174.47,7877515
2022-11-11,172.73,173.11,166.82,169.25,11074659
2022-11-14,170.25,173.26,170.25,171.91,6581488
2022-11-15,172.19,173.0,170.521,172.39,9350954
2022-11-16,173.64,174.99,173.13,173.46,5501017
2022-11-17,173.0,174.99,172.98,174.86,4465845
2022-11-18,175.0,176.64,174.623,176.2,6555709
2022-11-21,175.89,176.55,174.83,175.97,5706552
2022-11-22,176.4,177.19,176.33,176.82,4708028
2022-11-23,176.44,177.4,176.01,177.01,5389488
2022-11-25,177.38,178.12,176.86,177.24,3058608
2022-11-28,176.75,177.77,176.56,177.33,6183178
2022-11-29,177.01,177.26,174.66,176.09,6700469
2022-11-30,176.37,178.01,174.78,178.0,13288014
2022-12-01,179.0,179.96,177.77,178.74,6282567
2022-12-02,177.5,178.96,176.96,178.88,5824048
2022-12-05,178.36,179.36,178.0,178.78,5120648
2022-12-06,179.92,180.0,175.93,176.1,7943506
2022-12-07,176.57,177.88,176.23,177.17,5702579
2022-12-08,176.82,177.47,176.34,177.2,4798463
2022-12-09,177.12,177.89,175.66,175.74,4560968
2022-12-12,175.95,177.87,175.6,177.84,4882385
2022-12-13,179.1,180.2,178.3083,179.21,9177603
2022-12-14,178.58,181.039,178.58,179.76,9533583
2022-12-15,179.2,179.84,176.4,177.49,7602616
2022-12-16,177.0,177.0,174.86,175.67,18841796
2022-12-19,175.35,176.165,174.07,175.48,5736042
2022-12-20,176.0,176.44,175.17,175.67,6174730
2022-12-21,176.27,178.18,175.65,177.68,5471973
2022-12-22,176.77,177.51,175.34,177.03,5709312
2022-12-23,176.67,177.52,175.81,177.48,3683420
2022-12-27,178.11,178.35,176.99,177.43,3067292
2022-12-28,177.76,178.45,176.65,176.66,2645619
2022-12-29,177.55,178.3,177.07,177.56,2828780
2022-12-30,177.49,177.77,175.4,176.65,4216656
2023-01-03,176.16,178.38,176.01,178.19,6344864
2023-01-04,178.89,180.19,178.48,180.13,9788784
2023-01-05,179.02,179.99,178.41,178.8,6255308
2023-01-06,180.13,180.93,179.39,180.25,5705960
2023-01-09,179.3,179.76,175.175,175.58,7925277
2023-01-10,175.7,176.14,174.32,175.16,5047467
2023-01-11,175.57,175.72,172.11,174.88,6494755
2023-01-12,174.26,174.706,172.8,174.0,4269394
2023-01-13,173.19,174.01,172.38,173.43,6088155
2023-01-17,174.0,174.58,172.09,172.36,6053302
2023-01-18,171.65,172.0,169.71,169.76,7047759
2023-01-19,169.03,171.28,168.71,169.53,6939514
2023-01-20,170.1,170.11,167.48,168.74,8620553
2023-01-23,169.1,169.63,167.9474,168.31,8425412
2023-01-24,175.0,175.0,166.01,168.31,10541842
2023-01-25,167.17,169.51,167.08,169.51,7099816
2023-01-26,169.55,169.91,168.65,168.89,6946106
2023-01-27,168.54,168.866,167.77,168.23,6058104
2023-01-30,167.93,168.54,161.08,162.0,23259077
2023-01-31,161.7,163.43,161.05,163.42,11612526
2023-02-01,162.99,165.98,162.4,164.92,9865296
2023-02-02,163.0,166.22,162.8224,165.54,10098965
2023-02-03,166.03,166.34,163.89,164.61,6868540
2023-02-06,164.55,164.8525,163.1,163.36,7020989
2023-02-07,161.6,163.88,161.42,163.4,7310756
2023-02-08,163.3,164.56,162.8995,163.61,6054697
2023-02-09,163.63,164.795,161.07,161.4,7949544
2023-02-10,161.77,162.79,161.35,162.15,7028039
2023-02-13,161.33,162.82,161.15,162.75,6414709
2023-02-14,162.74,162.9699,161.76,162.04,6316011
2023-02-15,161.95,161.98,159.29,159.37,12633301
2023-02-16,159.075,159.65,157.92,158.24,11176958
2023-02-17,157.02,161.11,156.62,160.39,12401926
2023-02-21,159.65,160.35,157.89,158.0,9423860
2023-02-22,158.5,158.85,157.37,157.78,9820240
2023-02-23,157.71,158.585,156.67,157.73,9385092
2023-02-24,156.65,156.85,155.21,155.97,8689726
2023-02-27,156.45,156.9,155.08,155.63,7267122
2023-02-28,154.98,155.27,153.04,153.26,9062342
2023-03-01,153.01,153.24,151.91,152.57,6766972
2023-03-02,151.75,152.76,151.231,152.45,8765070
2023-03-03,153.37,154.12,152.84,154.02,5747158
2023-03-06,154.66,155.73,154.565,155.56,8148207
2023-03-07,156.09,156.25,153.35,154.09,7457731
2023-03-08,153.98,154.1955,152.48,152.96,6230522
2023-03-09,153.46,153.6,150.71,151.24,7439367
2023-03-10,151.86,153.49,151.1,151.61,8504316
2023-03-13,152.09,155.91,151.57,153.06,10799575
2023-03-14,153.28,154.03,151.9,153.92,8421189
2023-03-15,152.84,154.89,152.5259,154.35,7757686
2023-03-16,153.45,154.365,152.605,154.03,7606079
2023-03-17,154.48,154.9499,152.3,152.38,20540668
2023-03-20,152.47,154.075,152.38,153.89,7128958
2023-03-21,154.0,154.13,152.17,153.89,8376843
2023-03-22,153.85,154.06,151.03,151.05,7943526
2023-03-23,151.175,151.69,150.11,151.13,9051510
2023-03-24,151.48,152.76,150.83,152.65,5696845
2023-03-27,154.2,154.54,153.11,153.3,6772282
2023-03-28,152.39,153.45,151.725,151.82,6115293
2023-03-29,152.24,153.38,152.07,153.31,6012030
2023-03-30,153.58,153.8,152.81,153.43,4555905
2023-03-31,153.79,155.19,153.24,155.0,9890047
2023-04-03,154.95,157.01,153.94,156.85,6841888
2023-04-04,156.97,158.97,156.59,158.49,8314527
2023-04-05,164.37,165.66,162.76,165.61,16704181
2023-04-06,165.99,167.23,164.8,165.15,9615407
2023-04-10,164.63,164.84,163.64,164.32,5353951
2023-04-11,164.42,165.28,164.0401,164.27,5903824
2023-04-12,163.94,164.84,163.1,163.92,5764240
2023-04-13,164.18,166.33,163.805,166.11,5640617
2023-04-14,165.97,166.115,164.06,165.84,7225127
2023-04-17,165.735,166.24,164.94,165.67,8034884
2023-04-18,164.25,164.69,159.65,161.01,14571485
2023-04-19,161.99,162.68,161.17,162.53,6752006
2023-04-20,162.43,163.82,160.96,163.58,9498768
2023-04-21,164.44,164.97,161.97,162.69,7014214
2023-04-24,162.69,163.805,161.87,163.68,5278892
2023-04-25,164.31,165.35,164.155,165.18,6263103
2023-04-26,164.09,164.39,162.24,162.62,5442652
2023-04-27,162.9,163.4067,162.13,163.0,5739700
2023-04-28,162.81,163.76,162.5566,163.7,6024864
2023-05-01,163.6,164.298,162.24,163.6,4893426
2023-05-02,164.34,165.48,163.555,165.03,7541724
2023-05-03,165.55,166.18,162.51,162.87,5937170
2023-05-04,162.68,162.9,161.25,162.13,5127992
2023-05-05,162.84,163.13,161.69,162.68,5194461
2023-05-08,161.99,162.57,161.34,162.31,4994929
2023-05-09,161.75,162.13,160.79,161.05,5520642
2023-05-10,161.2,161.97,160.06,161.65,6756629
2023-05-11,161.83,162.19,159.3901,160.99,5867620
2023-05-12,161.36,161.56,160.01,160.78,3904327
2023-05-15,160.8,161.03,158.94,159.55,5104486
2023-05-16,159.06,160.25,158.53,159.34,5599505
2023-05-17,159.79,160.055,157.77,158.99,6840687
2023-05-18,158.66,158.93,157.56,158.48,5172966
2023-05-19,158.59,159.9344,158.14,158.91,6527141
2023-05-22,158.0,159.14,156.78,156.87,5675927
2023-05-23,157.1,158.27,156.37,156.81,5793009
2023-05-24,157.08,157.14,155.92,156.66,5015148
2023-05-25,156.05,156.29,153.72,154.41,6886056
2023-05-26,154.69,155.275,154.2,154.35,6845396
2023-05-30,153.97,155.38,153.32,154.37,5593080
2023-05-31,154.695,155.69,153.85,155.06,10598694
2023-06-01,154.54,155.04,153.15,154.54,7901348
2023-06-02,154.72,157.31,154.09,156.97,7659721
2023-06-05,156.75,158.64,156.75,158.32,6430500
2023-06-06,159.58,159.61,157.4,158.18,5073642
2023-06-07,158.1,158.8,157.44,158.52,6504285
2023-06-08,158.5,160.42,157.82,160.26,5818952
2023-06-09,160.42,160.725,159.465,160.01,6264779
2023-06-12,160.0,160.25,158.73,159.9,6511261
2023-06-13,159.73,160.84,159.15,160.74,6066788
2023-06-14,161.6,162.08,160.98,161.56,6699139
2023-06-15,162.05,163.91,161.43,163.73,7138314
2023-06-16,164.48,164.99,163.87,164.23,13426606
2023-06-20,164.26,165.31,163.81,164.13,7996117
2023-06-21,163.58,164.92,162.69,163.88,7177549
2023-06-22,163.9,165.72,163.79,165.62,5486186
2023-06-23,166.11,166.27,165.03,165.48,9450724
2023-06-26,164.98,164.98,161.33,163.63,6978804
2023-06-27,163.68,163.88,162.44,163.29,4927711
2023-06-28,163.2,163.2,161.91,162.96,6780435
2023-06-29,162.64,164.32,162.23,164.1,4547514
2023-06-30,164.86,165.94,164.35,165.52,7580141
2023-07-03,164.34,164.39,162.96,163.35,4033713
2023-07-05,162.99,163.92,162.73,162.81,7225523
2023-07-06,162.25,162.37,161.0,161.6,6333687
2023-07-07,160.47,161.04,159.2,159.25,7022226
2023-07-10,159.43,160.3,159.0,159.51,5739364
2023-07-11,159.13,160.3,157.6,158.63,6606956
2023-07-12,158.94,158.94,157.88,158.08,6940442
2023-07-13,158.0,159.13,157.41,158.81,6401743
2023-07-14,159.18,160.225,158.98,159.87,5362237
2023-07-17,159.75,159.87,158.15,159.07,5488030
2023-07-18,159.07,160.89,158.19,159.06,6332509
2023-07-19,157.91,160.41,157.33,158.74,7522557
2023-07-20,161.94,169.14,161.3,168.38,21892881
2023-07-21,168.18,170.82,168.18,170.19,12079999
2023-07-24,171.5,173.82,170.99,171.08,15155446
2023-07-25,170.45,172.68,169.75,172.39,13790053
2023-07-26,172.0,173.85,171.4,172.72,14288173
2023-07-27,172.18,174.29,172.04,173.69,12446386
2023-07-28,174.0,175.36,173.23,174.48,14138839
2023-07-31,169.69,170.22,166.71,167.53,22632720
2023-08-01,166.365,169.09,166.06,168.89,15811545
2023-08-02,168.85,171.24,168.85,169.91,14599264
2023-08-03,169.95,171.32,169.67,170.64,17425230
2023-08-04,170.34,172.68,167.89,169.04,23415053
2023-08-07,169.49,173.34,169.36,173.1,17736444
2023-08-08,172.99,173.55,171.39,173.18,27378701
2023-08-09,173.0,174.25,172.05,173.07,42974372
2023-08-10,174.0,175.97,171.64,172.17,48213840
2023-08-11,172.48,173.95,171.62,173.85,45905612
2023-08-14,173.52,175.6,171.75,173.44,64036947
2023-08-15,172.8,174.56,172.14,172.94,88924923
2023-08-16,172.53,174.73,172.13,172.39,85594288
2023-08-17,172.86,175.39,172.76,174.01,70904183
2023-08-18,173.17,173.99,171.31,172.49,49631742
2023-08-21,169.69,169.85,165.96,167.35,151319484
2023-08-22,166.86,167.84,165.41,166.02,56835372
2023-08-23,165.9,166.5,163.47,164.53,119011431
2023-08-24,164.03,166.67,163.86,165.09,70755064
2023-08-25,164.3,167.78,164.06,166.25,18185517
2023-08-28,165.0,166.21,163.165,164.29,18457993
2023-08-29,164.87,165.68,162.77,164.31,12208612
2023-08-30,165.11,165.83,163.68,163.73,9939097
2023-08-31,163.37,163.57,161.279,161.68,15332999
2023-09-01,161.42,162.48,160.015,160.48,8610052
2023-09-05,160.56,161.97,160.28,160.68,9019777
2023-09-06,159.84,160.0,157.35,158.01,9753833
2023-09-07,159.14,161.06,158.98,160.03,9931811
2023-09-08,159.59,160.68,159.19,160.56,6958201
2023-09-11,161.06,162.69,160.45,162.66,6309295
2023-09-12,162.22,163.925,161.53,163.58,6045756
2023-09-13,163.76,164.95,163.0,163.99,7397520
2023-09-14,164.68,165.27,163.44,163.74,7758552
2023-09-15,163.98,164.82,161.21,161.45,13392074
2023-09-18,162.12,163.145,160.75,162.47,5789146
2023-09-19,162.25,162.85,161.38,162.2,5550851
2023-09-20,162.19,163.5354,161.66,162.91,3837595
2023-09-21,162.57,163.5,161.59,161.66,4526772
2023-09-22,161.3,161.4,160.25,160.5,4977354
2023-09-25,160.07,160.36,158.73,160.26,6722584
2023-09-26,159.81,160.08,158.86,159.02,4904860
2023-09-27,158.58,158.76,155.255,157.11,10210686
2023-09-28,157.5,157.96,156.22,156.88,7861879
2023-09-29,157.37,157.6,155.35,155.75,7680711
2023-10-02,155.42,155.42,153.32,155.15,7259935
2023-10-03,154.68,155.495,153.89,155.34,5741035
2023-10-04,155.57,155.93,154.57,155.52,4955308
2023-10-05,156.27,158.0399,156.07,157.14,5993541
2023-10-06,157.08,158.3,156.59,157.64,5802226
2023-10-09,157.18,158.88,157.09,158.54,4414322
2023-10-10,158.38,159.27,157.9,158.36,5273531
2023-10-11,158.46,159.05,156.04,156.18,6922907
2023-10-12,155.92,156.5599,155.0663,156.33,5792419
2023-10-13,156.73,157.36,156.05,156.85,5360347
2023-10-16,157.82,158.25,156.84,157.53,6408142
2023-10-17,155.98,158.9499,154.6085,156.09,12244374
2023-10-18,155.41,155.95,152.05,152.73,9097348
2023-10-19,151.67,153.1093,150.15,152.32,7733790
2023-10-20,152.74,153.87,152.33,153.0,7206976
