Date,open,high,low,close,volume
2022-01-03,1147.75,1201.07,1136.04,1199.78,34895349
2022-01-04,1189.55,1208.0,1123.05,1149.59,33416086
2022-01-05,1146.65,1170.34,1081.0101,1088.12,26706599
2022-01-06,1077.0,1088.0,1020.5,1064.7,30112158
2022-01-07,1080.37,1080.9299,1010.0,1026.96,28054916
2022-01-10,1000.0,1059.1,980.0,1058.12,30604959
2022-01-11,1053.67,1075.85,1038.82,1064.4,21593308
2022-01-12,1078.85,1114.84,1072.5901,1106.22,27913005
2022-01-13,1109.065,1115.6,1026.5391,1031.56,32403264
2022-01-14,1019.88,1052.0,1013.3788,1049.61,24308137
2022-01-18,1026.605,1070.7899,1016.06,1030.51,22158412
2022-01-19,1041.705,1054.6699,995.0,995.65,24870215
2022-01-20,1009.73,1041.66,994.0,996.27,23496248
2022-01-21,996.34,1004.55,940.5,943.9,34472009
2022-01-24,904.76,933.5131,851.47,930.0,50791714
2022-01-25,914.2,951.26,903.21,918.4,28865302
2022-01-26,952.43,987.69,906.0,937.41,34955761
2022-01-27,933.36,935.39,829.0,829.1,49036523
2022-01-28,831.56,857.5,792.01,846.35,44929650
2022-01-31,872.71,937.99,862.05,936.72,34812032
2022-02-01,935.21,943.7,905.0,931.25,24379446
2022-02-02,928.18,931.5,889.41,905.66,22264345
2022-02-03,882.0,937.0,880.52,891.14,26285186
2022-02-04,897.22,936.5,881.17,923.32,24541822
2022-02-07,923.79,947.77,902.7089,907.34,20331488
2022-02-08,905.53,926.2899,894.8,922.0,16909671
2022-02-09,935.0,946.2699,920.0,932.0,17419848
2022-02-10,908.37,943.81,896.7,904.55,22042277
2022-02-11,909.63,915.96,850.7,860.0,26548623
2022-02-14,861.57,898.8799,853.15,875.76,22585472
2022-02-15,900.0,923.0,893.3774,922.43,19216514
2022-02-16,914.05,926.4299,901.21,923.39,17098132
2022-02-17,913.26,918.4999,874.1,876.35,18392806
2022-02-18,886.0,886.87,837.61,856.98,22833947
2022-02-22,834.13,856.7338,801.1001,821.53,27387874
2022-02-23,830.43,835.2997,760.56,764.04,31752336
2022-02-24,700.39,802.48,700.0,800.77,45107425
2022-02-25,809.23,819.5,782.4005,809.87,25355921
2022-02-28,815.01,876.86,814.7075,870.43,33002289
2022-03-01,869.68,889.88,853.78,864.37,24922287
2022-03-02,872.13,886.48,844.2721,879.89,24881146
2022-03-03,878.77,886.439,832.6001,839.29,20541169
2022-03-04,849.1,855.65,825.1609,838.29,22393287
2022-03-07,856.3,866.14,804.57,804.58,24164724
2022-03-08,795.53,849.99,782.17,824.4,26799702
2022-03-09,839.48,860.56,832.01,858.97,19727993
2022-03-10,851.45,854.45,810.3601,838.3,19549548
2022-03-11,840.197,843.802,793.77,795.35,22345722
2022-03-14,780.61,800.7,756.04,766.37,23717421
2022-03-15,775.27,805.57,756.57,801.89,22280381
2022-03-16,809.0,842.0,802.2601,840.23,28009607
2022-03-17,830.99,875.0,825.7178,871.6,22194324
2022-03-18,874.49,907.85,867.39,905.39,33443159
2022-03-21,914.98,942.85,907.09,921.16,26640958
2022-03-22,930.0,997.86,921.75,993.98,34882278
2022-03-23,979.94,1040.7,976.4,999.11,40225383
2022-03-24,1009.73,1024.49,988.8,1013.92,22973626
2022-03-25,1008.0,1021.7999,997.3201,1010.64,20496893
2022-03-28,1065.1,1097.8799,1053.6,1091.84,34168693
2022-03-29,1107.99,1114.77,1073.11,1099.57,24538273
2022-03-30,1091.17,1113.95,1084.0,1093.99,19955002
2022-03-31,1094.57,1103.1399,1076.641,1077.6,16330919
2022-04-01,1081.15,1094.75,1066.64,1084.59,18087741
2022-04-04,1089.38,1149.91,1072.53,1145.45,27392567
