Date,open,high,low,close,volume
2022-01-03,389.0,399.3,387.34,395.33,3338527
2022-01-04,402.23,410.28,401.18,407.48,3916412
2022-01-05,409.8,412.6599,397.89,398.63,3469627
2022-01-06,401.0,401.2,386.4332,396.93,2960923
2022-01-07,397.67,400.55,394.53,397.51,2360655
2022-01-10,401.32,404.37,394.215,399.17,3009436
2022-01-11,400.25,403.34,396.31,403.05,1737878
2022-01-12,403.24,404.12,388.56,390.31,4157980
2022-01-13,394.05,396.865,389.75,390.8,2497816
2022-01-14,382.13,384.39,375.0,380.94,4685335
2022-01-18,360.04,361.57,347.23,354.4,12902571
2022-01-19,358.34,359.7096,346.39,347.32,7277110
2022-01-20,348.9,357.1799,346.1372,348.1,4599934
2022-01-21,345.54,348.99,340.72,343.91,4904089
2022-01-24,337.32,344.07,326.23,343.39,6573835
2022-01-25,337.86,342.93,330.91,341.55,3959335
2022-01-26,346.6,350.48,338.4127,342.68,3745854
2022-01-27,345.67,348.77,337.72,341.03,2577150
2022-01-28,337.73,347.15,333.45,347.01,3714571
2022-01-31,344.6,355.21,343.44,354.68,3312350
2022-02-01,356.13,364.54,354.05,364.06,3303705
2022-02-02,363.5,368.53,357.83,363.06,2742362
2022-02-03,362.82,365.76,358.16,358.88,2372885
2022-02-04,362.17,370.95,361.02,367.6,3762311
2022-02-07,365.49,371.47,363.35,368.15,2635618
2022-02-08,371.08,372.65,366.25,370.1,3422322
2022-02-09,373.0,376.28,370.9,374.53,2250563
2022-02-10,371.71,377.4,368.83,370.57,2406181
2022-02-11,368.55,374.9,360.77,363.06,3142097
2022-02-14,363.06,364.29,357.1813,360.24,2585620
2022-02-15,364.09,365.89,361.36,363.94,1847145
2022-02-16,361.35,363.02,356.5308,360.05,2165268
2022-02-17,358.78,360.96,347.835,349.06,3102380
2022-02-18,345.57,350.0,343.37,346.04,2910900
2022-02-22,342.46,349.0,341.2,344.27,2449198
2022-02-23,347.57,349.26,339.82,341.19,2217335
2022-02-24,328.57,341.0,326.9471,340.19,4563974
2022-02-25,340.19,350.7,340.19,350.12,2980478
2022-02-28,340.25,343.84,337.55,341.29,4245655
2022-03-01,337.4,338.16,327.02,328.2,5631495
2022-03-02,331.6,338.0,327.4,336.38,3469857
2022-03-03,338.87,341.5,330.13,333.42,2393694
2022-03-04,327.0,330.66,324.0,329.67,3294826
2022-03-07,326.82,327.7892,320.85,321.89,3689854
2022-03-08,322.5,330.56,318.55,321.37,3596440
2022-03-09,331.68,337.465,330.03,333.59,3202098
2022-03-10,327.63,331.84,324.76,329.9,2232591
2022-03-11,334.37,336.61,326.71,327.0,2613505
2022-03-14,329.21,331.62,322.9,324.98,2342374
2022-03-15,327.07,331.9,324.84,329.16,2140675
2022-03-16,335.07,341.33,334.26,340.76,3468522
2022-03-17,337.37,343.595,334.9,343.27,2403730
2022-03-18,338.87,346.765,337.3,345.38,5668002
2022-03-21,345.26,346.3,337.15,339.0,3251306
2022-03-22,342.2,346.24,340.12,343.01,2791768
2022-03-23,340.0,340.83,335.13,335.61,2196798
2022-03-24,336.44,337.5,334.3,336.23,1944098
2022-03-25,337.43,341.83,335.48,337.49,1573302
2022-03-28,338.15,338.5,331.51,335.3,2182550
2022-03-29,342.47,344.0,336.73,339.66,2378721
2022-03-30,339.0,339.855,333.63,335.59,2650176
2022-03-31,336.13,336.5,330.1,330.1,2632043
2022-04-01,333.93,334.16,327.57,330.22,2444790
2022-04-04,330.0,331.87,325.86,328.21,2570807
2022-04-05,327.36,329.74,323.475,323.96,2530867
2022-04-06,320.0,320.615,315.75,316.26,3151265
2022-04-07,315.0,315.83,308.2,314.15,3562598
2022-04-08,313.58,323.679,313.0,321.39,3294183
2022-04-11,320.61,328.9,319.03,320.76,2747725
2022-04-12,321.68,327.12,318.01,319.78,2365242
2022-04-13,315.8,322.63,314.72,321.97,3022923
2022-04-14,328.47,333.03,319.0305,321.64,5460927
2022-04-18,320.65,332.66,320.65,329.88,3653413
2022-04-19,330.47,337.2,330.47,335.95,2774844
2022-04-20,338.1,344.9,337.5,341.06,2824581
2022-04-21,344.33,347.35,333.36,334.3,3097791
2022-04-22,332.31,332.5,319.47,319.77,3125194
2022-04-25,316.38,322.16,312.74,321.42,3093646
2022-04-26,317.95,321.6,312.8,313.12,2712432
2022-04-27,312.14,319.24,312.14,313.23,2469304
2022-04-28,317.12,319.36,312.15,318.41,2178499
2022-04-29,317.25,319.08,304.71,305.49,3129608
2022-05-02,305.81,311.37,302.21,310.42,2968062
2022-05-03,311.52,319.52,311.32,314.66,2606151
2022-05-04,315.83,324.8,312.17,324.11,2602845
2022-05-05,320.5,320.68,308.69,313.07,2622086
2022-05-06,312.28,313.71,306.0583,312.96,2375613
2022-05-09,308.92,313.77,304.98,308.89,3233951
2022-05-10,311.72,315.15,300.65,305.06,2798422
2022-05-11,305.06,310.91,301.0,301.55,2320564
2022-05-12,300.0,302.89,293.9,299.41,3408272
2022-05-13,303.63,309.63,303.57,306.99,2152474
2022-05-16,305.95,306.47,300.55,303.44,1569047
2022-05-17,309.87,314.315,308.13,312.97,2096198
2022-05-18,309.0,312.86,304.88,306.73,2033234
2022-05-19,303.82,309.99,303.39,308.2,2108751
2022-05-20,311.26,312.59,299.41,306.8,2201054
2022-05-23,312.72,321.83,311.07,316.61,2653032
2022-05-24,315.35,315.8,306.43,313.95,1870879
2022-05-25,311.25,317.6,309.98,314.9,1929450
2022-05-26,318.3,325.5,317.98,323.63,2440352
2022-05-27,326.75,328.67,323.19,328.58,2106682
2022-05-31,324.01,329.72,322.66,326.85,2722943
2022-06-01,327.0,329.27,315.83,321.85,2330155
2022-06-02,320.59,325.199,319.225,324.25,1957644
2022-06-03,320.88,322.5,317.5,318.68,1238861
2022-06-06,323.0,325.21,319.79,320.51,1099800
2022-06-07,318.28,321.84,316.6567,321.51,2516789
2022-06-08,318.34,319.545,312.8,314.68,1438114
2022-06-09,313.56,314.1441,304.02,304.22,2897621
2022-06-10,296.99,298.65,286.8504,287.02,3870276
2022-06-13,279.0,286.42,278.32,283.32,4218123
2022-06-14,284.33,289.1843,281.3,282.54,2487935
2022-06-15,287.16,294.48,284.17,290.07,2725792
2022-06-16,282.68,286.1299,279.15,284.98,2777306
2022-06-17,282.13,286.2599,278.15,279.79,5234356
2022-06-21,287.77,288.07,282.98,284.81,2506349
2022-06-22,282.29,286.01,281.04,284.54,2464716
2022-06-23,283.76,286.59,278.93,286.17,2547001
2022-06-24,291.0,303.13,290.0,302.75,3984332
2022-06-27,303.06,304.32,298.8784,300.78,2091675
2022-06-28,305.9,308.97,299.18,299.49,2329015
2022-06-29,303.37,307.44,299.91,303.28,2475949
2022-06-30,296.58,300.335,292.23,297.02,2669548
2022-07-01,295.27,300.33,291.7198,299.23,1749411
2022-07-05,293.0,297.35,288.36,297.2,2483079
2022-07-06,296.27,297.34,290.6,293.76,1774514
2022-07-07,297.66,299.07,293.6,298.6,2046455
2022-07-08,300.5,300.8916,295.07,296.47,1438883
2022-07-11,293.2,296.5399,291.875,293.18,1520253
2022-07-12,289.71,299.08,289.51,292.53,1772558
2022-07-13,290.51,291.1867,285.81,290.15,1884091
2022-07-14,284.24,284.24,277.84,281.59,3171949
2022-07-15,286.5,296.43,285.1536,293.87,3457630
2022-07-18,305.76,311.25,298.71,301.26,6767934
2022-07-19,303.59,319.14,303.5,318.05,5641124
2022-07-20,317.28,322.17,316.31,321.45,3489808
2022-07-21,320.51,327.16,319.845,326.54,2518823
2022-07-22,327.11,329.045,322.19,323.93,1830279
2022-07-25,325.97,327.2899,322.6,324.12,4024480
2022-07-26,321.77,324.29,317.76,318.55,2054744
2022-07-27,320.29,326.39,318.3786,324.54,2028448
2022-07-28,325.3,329.98,321.89,329.11,1820696
2022-07-29,329.5,335.18,329.5,333.39,2112387
2022-08-01,331.73,334.8,329.01,332.08,1476496
2022-08-02,329.5,331.83,327.22,327.88,1862939
2022-08-03,332.07,335.51,329.62,333.17,1770613
2022-08-04,333.28,334.3,330.62,331.87,1533372
2022-08-05,330.9,336.91,329.67,334.67,1876393
2022-08-08,337.11,338.84,334.34,334.68,1460469
2022-08-09,336.15,338.17,334.57,336.62,1587947
2022-08-10,341.36,349.7,341.35,347.91,2459505
2022-08-11,350.0,356.05,349.775,351.68,2361191
2022-08-12,353.44,354.56,350.146,353.82,2369177
2022-08-15,351.0,358.62,349.05,355.85,2045684
2022-08-16,352.99,356.468,352.02,354.97,1740922
2022-08-17,351.9,355.59,350.77,353.74,1576303
2022-08-18,352.66,355.1,350.86,354.52,1102200
